Date,Day_of_Week,Is_Weekend,Year,Month,MonthName,Web_TotalUsers,Web_Sessions,Web_PageViews,Web_EngagedSessions,Web_NewUsers,Web_ReturningUsers,Web_EngagementRate,Web_BounceRate,Acq_New_users,Acq_Returning_users,Acq_Total_users,Acq_Sessions,Acq_Engagement_rate,Acq_Bounce_rate,Device_desktop,Device_mobile,Device_tablet,OS_Windows,OS_iOS,OS_Android,OS_Macintosh,OS_Linux,Browser_Chrome,Browser_Safari,Browser_Edge,Browser_Firefox,PT_Impressions,PT_Pin clicks,PT_Engaged audience,PT_Outbound clicks,PT_Saves,PT_Engagement rate,PT_Pin click rate,PT_Outbound click rate,PT_Save rate,PT_Total audience,PT_Engagement,Fa_reach,Fa_views,Fa_likes,Fa_total_engagement,In_reach,In_views,In_likes,In_total_engagement,Total_Device_Usage,Dominant_Device,Mobile_Percentage,Total_Social_Reach,Total_Social_Views,Total_Social_Engagement,Website_Activity_Level,PT_Level,Social_to_Web_Ratio,Digital_Footprint_Score,Web_TotalUsers_7day_avg,Total_Social_Engagement_7day_avg,PT_Engagement_7day_avg,Instagram_Posting_Time,Instagram_Posting_Hour,Instagram_Post_Count,Facebook_Posting_Time,Facebook_Posting_Hour,Facebook_Post_Count,Total_Posts_Today,Instagram_Peak_Time_Match,Facebook_Peak_Time_Match,Date_DMY
04/10/2024,Friday,0,2024,10,October,55,55,80,25,55,0,0.454545455,0.545454546,11,0,11,11,0.454545455,0.545454546,4,7,0,1,3,4,1,2,4,2,0,1,12,1,1,1,0,0.166666667,0.083333333,0.083333333,0,12,2,0,0,0,0,0,0,0,0,11,mobile,63.63636364,0,80,3.075757576,High,Low,0.6875,63,31.14285714,3.510252905,0.285714286,,,0,,,0,0,FALSE,FALSE,04/10/2024
05/10/2024,Saturday,1,2024,10,October,32,32,40,20,32,0,0.625,0.375,8,0,8,8,0.625,0.375,1,7,0,0,3,4,1,0,4,2,0,0,11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,8,mobile,87.5,0,40,1.25,High,,0.8,36,24.85714286,3.613636364,0.285714286,,,0,,,0,0,FALSE,FALSE,05/10/2024
06/10/2024,Sunday,1,2024,10,October,15,15,24,12,15,0,0.8,0.2,5,0,5,5,0.8,0.2,2,3,0,0,3,0,2,0,2,2,0,0,20,2,2,0,0,0.1,0.1,0,0,19,2,0,0,0,0,0,0,0,0,5,mobile,60,0,24,3.7,Medium,Low,0.625,17.4,25.57142857,3.951731602,0.571428571,,,0,,,0,0,FALSE,FALSE,06/10/2024
07/10/2024,Monday,0,2024,10,October,36,36,64,16,24,8,0.444444444,0.555555556,6,2,9,9,0.444444444,0.555555556,4,5,0,2,4,1,2,0,5,2,1,1,27,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,9,mobile,55.55555556,0,64,0.888888889,High,,0.5625,42.4,30,1.935858586,0.571428571,,,0,,,0,0,FALSE,FALSE,07/10/2024
08/10/2024,Tuesday,0,2024,10,October,63,66,78,27,57,6,0.409090909,0.590909091,19,2,21,22,0.409090909,0.590909091,17,5,0,11,4,1,1,5,17,4,0,0,15,0,1,0,1,0.066666667,0,0,0.066666667,14,1,0,0,0,0,0,0,0,0,22,desktop,22.72727273,0,78,1.884848485,High,Low,0.807692308,70.8,36.14285714,1.971356421,0.714285714,,,0,,,0,0,FALSE,FALSE,08/10/2024
09/10/2024,Wednesday,0,2024,10,October,12,15,27,12,12,3,0.8,0.2,4,1,4,5,0.8,0.2,0,5,0,0,2,3,0,0,1,2,0,0,22,1,1,0,0,0.045454545,0.045454545,0,0,17,1,0,0,0,0,0,0,0,0,5,mobile,100,0,27,2.645454545,Medium,Low,0.444444444,14.7,33.85714286,2.206421356,0.857142857,,,0,,,0,0,FALSE,FALSE,09/10/2024
10/10/2024,Thursday,0,2024,10,October,4,4,6,3,4,0,0.75,0.25,4,0,4,4,0.75,0.25,2,2,0,1,1,1,1,0,4,0,0,0,18,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,desktop,50,0,6,1.5,Low,,0.666666667,4.6,31,2.134992785,0.857142857,,,0,,,0,0,FALSE,FALSE,10/10/2024
11/10/2024,Friday,0,2024,10,October,15,15,30,15,15,0,1,0,5,0,5,5,1,0,2,3,0,0,1,2,2,0,2,2,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,mobile,60,0,30,2,Medium,,0.5,18,25.28571429,1.981313131,0.571428571,,,0,,,0,0,FALSE,FALSE,11/10/2024
12/10/2024,Saturday,1,2024,10,October,12,12,16,6,12,0,0.5,0.5,6,0,6,6,0.5,0.5,3,3,0,3,2,1,0,0,4,2,0,0,11,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,desktop,50,0,16,1,Medium,,0.75,13.6,22.42857143,1.945598846,0.571428571,,,0,,,0,0,FALSE,FALSE,12/10/2024
13/10/2024,Sunday,1,2024,10,October,10,10,12,8,8,0,0.8,0.2,4,0,5,5,0.8,0.2,4,1,0,3,0,1,1,0,4,0,0,1,23,3,3,0,1,0.173913044,0.130434783,0,0.043478261,18,4,0,0,0,0,0,0,0,0,5,desktop,20,0,12,5.773913043,Low,Low,0.833333333,11.2,21.71428571,2.241872138,0.857142857,,,0,,,0,0,FALSE,FALSE,13/10/2024
14/10/2024,Monday,0,2024,10,October,18,21,45,12,15,3,0.571428571,0.428571429,5,1,6,7,0.571428571,0.428571429,5,2,0,1,1,1,4,0,5,0,0,1,19,2,2,1,0,0.157894737,0.105263158,0.052631579,0,19,3,0,0,0,0,0,0,0,0,7,desktop,28.57142857,0,45,4.30075188,Medium,Low,0.4,22.5,19.14285714,2.729281136,1.285714286,,,0,,,0,0,FALSE,FALSE,14/10/2024
15/10/2024,Tuesday,0,2024,10,October,12,14,76,12,12,2,0.857142857,0.142857143,6,1,6,7,0.857142857,0.142857143,2,6,1,1,3,3,1,0,5,3,0,0,28,5,5,0,0,0.178571429,0.178571429,0,0,26,5,0,0,0,0,0,0,0,0,9,mobile,66.66666667,0,76,6.892857143,Medium,Low,0.157894737,19.6,11.85714286,3.444710944,1.857142857,,,0,,,0,0,FALSE,FALSE,15/10/2024
16/10/2024,Wednesday,0,2024,10,October,10,10,12,6,8,0,0.6,0.4,4,0,5,5,0.6,0.4,2,3,0,2,2,1,0,0,4,1,0,0,19,1,1,0,0,0.052631579,0.052631579,0,0,18,1,0,0,0,0,0,0,0,0,5,mobile,60,0,12,2.252631579,Low,Low,0.833333333,11.2,11.57142857,3.388593378,1.857142857,,,0,,,0,0,FALSE,FALSE,16/10/2024
17/10/2024,Thursday,0,2024,10,October,12,12,27,9,12,0,0.75,0.25,4,0,4,4,0.75,0.25,1,3,0,0,3,0,1,0,2,1,0,0,12,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,mobile,75,0,27,1.5,Medium,,0.444444444,14.7,12.71428571,3.388593378,1.857142857,,,0,,,0,0,FALSE,FALSE,17/10/2024
18/10/2024,Friday,0,2024,10,October,4,4,4,2,4,0,0.5,0.5,2,0,2,2,0.5,0.5,2,0,0,1,0,0,0,1,1,0,0,1,6,1,1,0,0,0.166666667,0.166666667,0,0,6,1,0,0,0,0,0,0,0,0,2,desktop,0,0,4,2.166666667,Low,Low,1,4.4,11.14285714,3.412402902,2,,,0,,,0,0,FALSE,FALSE,18/10/2024
19/10/2024,Saturday,1,2024,10,October,2,2,4,2,2,0,1,0,2,0,2,2,1,0,1,1,0,0,1,0,1,0,0,2,0,0,14,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2,desktop,50,0,4,2,Low,,0.5,2.4,9.714285714,3.555260045,2,,,0,,,0,0,FALSE,FALSE,19/10/2024
20/10/2024,Sunday,1,2024,10,October,2,2,3,2,2,0,1,0,2,0,2,2,1,0,1,2,0,0,1,0,1,0,2,0,0,0,19,2,2,0,0,0.105263158,0.105263158,0,0,16,2,0,0,0,0,0,0,0,0,3,mobile,66.66666667,0,3,4.105263158,Low,Low,0.666666667,2.3,8.571428571,3.316881489,1.714285714,,,0,,,0,0,FALSE,FALSE,20/10/2024
21/10/2024,Monday,0,2024,10,October,16,16,26,10,16,0,0.625,0.375,8,0,8,8,0.625,0.375,5,3,0,1,1,2,3,1,6,2,0,0,23,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,8,desktop,37.5,0,26,1.25,Medium,,0.615384615,18.6,8.285714286,2.881059792,1.285714286,,,0,,,0,0,FALSE,FALSE,21/10/2024
22/10/2024,Tuesday,0,2024,10,October,36,36,51,12,30,6,0.333333333,0.666666667,10,2,12,12,0.333333333,0.666666667,10,2,0,2,0,2,8,0,10,0,1,1,12,1,1,0,0,0.083333333,0.083333333,0,0,12,1,0,0,0,0,0,0,0,0,12,desktop,16.66666667,0,51,1.75,High,Low,0.705882353,41.1,11.71428571,2.146365915,0.714285714,,,0,,,0,0,FALSE,FALSE,22/10/2024
23/10/2024,Wednesday,0,2024,10,October,45,48,78,30,42,3,0.625,0.375,14,1,15,16,0.625,0.375,10,6,0,7,4,2,3,0,12,3,0,0,15,0,0,0,0,0,0,0,0,13,0,227,343,10,11,234,314,0,24,16,desktop,37.5,461,735,36.25,High,,0.06122449,118.5,16.71428571,7.003132832,0.571428571,19:00:00,19,1,19:00:00,19,1,2,FALSE,FALSE,23/10/2024
24/10/2024,Thursday,0,2024,10,October,20,20,26,6,20,0,0.3,0.7,10,0,10,10,0.3,0.7,9,1,0,3,1,0,6,0,9,1,0,0,12,1,1,0,0,0.083333333,0.083333333,0,0,12,1,0,0,0,0,0,0,0,0,10,desktop,10,0,26,1.683333333,Medium,Low,0.769230769,22.6,17.85714286,7.029323308,0.714285714,,,0,,,0,0,FALSE,FALSE,24/10/2024
25/10/2024,Friday,0,2024,10,October,8,9,10,3,6,1,0.333333333,0.666666667,6,1,8,9,0.333333333,0.666666667,9,0,0,9,0,0,0,0,9,0,0,0,22,1,1,0,0,0.045454545,0.045454545,0,0,21,1,0,0,0,0,0,0,0,0,9,desktop,0,0,10,1.712121212,Low,Low,0.8,9,18.42857143,6.964388243,0.714285714,,,0,,,0,0,FALSE,FALSE,25/10/2024
26/10/2024,Saturday,1,2024,10,October,12,12,16,4,11,0,0.333333333,0.666666667,11,0,12,12,0.333333333,0.666666667,12,0,0,6,0,0,5,1,12,0,0,0,31,1,1,0,0,0.032258065,0.032258065,0,0,26,1,0,0,0,0,0,0,0,0,12,desktop,0,0,16,1.698924731,Medium,Low,0.75,13.6,19.85714286,6.921377491,0.857142857,,,0,,,0,0,FALSE,FALSE,26/10/2024
27/10/2024,Sunday,1,2024,10,October,22,22,36,8,18,2,0.363636364,0.636363636,9,1,11,11,0.363636364,0.636363636,9,2,0,2,0,2,7,0,10,1,0,0,29,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,11,desktop,18.18181818,0,36,0.727272727,Medium,,0.611111111,25.6,22.71428571,6.438807429,0.571428571,,,0,,,0,0,FALSE,FALSE,27/10/2024
28/10/2024,Monday,0,2024,10,October,80,85,100,35,70,10,0.411764706,0.588235294,14,2,16,17,0.411764706,0.588235294,11,5,1,5,1,5,6,0,13,1,0,1,26,3,3,1,0,0.153846154,0.115384615,0.038461538,0,25,4,0,0,0,0,0,0,0,0,17,desktop,29.41176471,0,100,4.977375566,High,Low,0.8,90,31.85714286,6.971289653,1.142857143,,,0,,,0,0,FALSE,FALSE,28/10/2024
29/10/2024,Tuesday,0,2024,10,October,30,30,36,12,26,0,0.4,0.6,13,0,15,15,0.4,0.6,12,3,0,12,1,2,0,0,14,0,0,0,15,1,1,0,0,0.066666667,0.066666667,0,0,14,1,0,0,0,0,0,0,0,0,15,desktop,20,0,36,1.866666667,Medium,Low,0.833333333,33.6,31,6.987956319,1.142857143,,,0,,,0,0,FALSE,FALSE,29/10/2024
30/10/2024,Wednesday,0,2024,10,October,36,36,36,6,36,0,0.166666667,0.833333333,12,0,12,12,0.166666667,0.833333333,11,1,0,11,1,0,0,0,10,1,0,1,28,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,12,desktop,8.333333333,0,36,0.333333333,High,,1,39.6,29.71428571,1.857003939,1.142857143,,,0,,,0,0,FALSE,FALSE,30/10/2024
31/10/2024,Thursday,0,2024,10,October,32,32,40,14,30,0,0.4375,0.5625,15,0,16,16,0.4375,0.5625,14,2,0,14,2,0,0,0,14,2,0,0,25,2,2,1,0,0.08,0.08,0.04,0,21,2,0,0,0,0,0,0,0,0,16,desktop,12.5,0,40,2.955,High,Low,0.8,36,31.42857143,2.038670605,1.285714286,,,0,,,0,0,FALSE,FALSE,31/10/2024
01/11/2024,Friday,0,2024,11,November,12,12,30,12,12,0,1,0,4,0,4,4,1,0,1,3,0,1,1,2,0,0,2,1,0,0,27,3,4,0,1,0.148148148,0.111111111,0,0.037037037,24,4,0,0,0,0,0,0,0,0,4,mobile,75,0,30,6.148148148,Medium,Low,0.4,15,32,2.672388739,1.714285714,,,0,,,0,0,FALSE,FALSE,01/11/2024
02/11/2024,Saturday,1,2024,11,November,3,4,5,3,3,1,0.75,0.25,3,1,3,4,0.75,0.25,0,4,0,0,4,0,0,0,0,4,0,0,27,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,4,mobile,100,0,5,1.5,Low,,0.6,3.5,30.71428571,2.64397092,1.571428571,,,0,,,0,0,FALSE,FALSE,02/11/2024
03/11/2024,Sunday,1,2024,11,November,5,6,12,5,5,1,0.833333333,0.166666667,5,1,5,6,0.833333333,0.166666667,0,6,0,0,6,0,0,0,0,6,0,0,26,2,1,0,0,0.076923077,0.076923077,0,0,21,2,0,0,0,0,0,0,0,0,6,mobile,100,0,12,3.743589744,Low,Low,0.416666667,6.2,28.28571429,3.074873351,1.857142857,,,0,,,0,0,FALSE,FALSE,03/11/2024
04/11/2024,Monday,0,2024,11,November,4,4,6,1,3,1,0.25,0.75,3,1,4,4,0.25,0.75,4,0,0,3,0,0,1,0,4,0,0,0,21,1,1,0,0,0.047619048,0.047619048,0,0,21,1,0,0,0,0,0,0,0,0,4,desktop,0,0,6,1.547619048,Low,Low,0.666666667,4.6,17.42857143,2.584908134,1.428571429,,,0,,,0,0,FALSE,FALSE,04/11/2024
05/11/2024,Tuesday,0,2024,11,November,10,10,16,10,8,2,1,0,4,1,5,5,1,0,4,1,0,1,0,1,3,0,4,1,0,0,25,2,2,0,0,0.08,0.08,0,0,24,2,0,0,0,0,0,0,0,0,5,desktop,20,0,16,4.08,Low,Low,0.625,11.6,14.57142857,2.90109861,1.571428571,,,0,,,0,0,FALSE,FALSE,05/11/2024
06/11/2024,Wednesday,0,2024,11,November,4,4,6,2,4,0,0.5,0.5,2,0,2,2,0.5,0.5,1,1,0,0,0,1,0,1,1,0,0,0,24,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,2,desktop,50,0,6,1,Low,,0.666666667,4.6,10,2.996336706,1.571428571,,,0,,,0,0,FALSE,FALSE,06/11/2024
07/11/2024,Thursday,0,2024,11,November,12,14,24,10,10,4,0.714285714,0.285714286,5,2,6,7,0.714285714,0.285714286,5,2,0,4,1,1,1,0,6,1,0,0,34,1,1,0,0,0.029411765,0.029411765,0,0,30,1,0,0,0,0,0,0,0,0,7,desktop,28.57142857,0,24,2.457983193,Medium,Low,0.5,14.4,7.142857143,2.925334305,1.428571429,,,0,,,0,0,FALSE,FALSE,07/11/2024
08/11/2024,Friday,0,2024,11,November,21,24,57,21,21,3,0.875,0.125,7,1,7,8,0.875,0.125,4,3,1,2,1,3,1,1,6,1,0,1,11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,8,desktop,37.5,0,57,1.75,Medium,,0.368421053,26.7,8.428571429,2.297027426,0.857142857,,,0,,,0,0,FALSE,FALSE,08/11/2024
09/11/2024,Saturday,1,2024,11,November,6,6,12,6,6,0,1,0,3,0,3,3,1,0,1,2,0,0,1,1,1,0,2,1,0,0,18,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,mobile,66.66666667,0,12,2,Low,,0.5,7.2,8.857142857,2.368455998,0.857142857,,,0,,,0,0,FALSE,FALSE,09/11/2024
10/11/2024,Sunday,1,2024,11,November,12,12,30,6,10,2,0.5,0.5,5,1,6,6,0.5,0.5,4,2,0,2,2,0,1,1,4,2,0,0,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,6,desktop,33.33333333,0,30,1,Medium,,0.4,15,9.857142857,1.976514606,0.571428571,,,0,,,0,0,FALSE,FALSE,10/11/2024
11/11/2024,Monday,0,2024,11,November,10,14,42,10,6,6,0.714285714,0.285714286,3,3,5,7,0.714285714,0.285714286,2,5,0,2,2,3,0,0,6,1,0,0,22,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,7,mobile,71.42857143,0,42,1.428571429,Low,,0.238095238,14.2,10.71428571,1.959507803,0.428571429,,,0,,,0,0,FALSE,FALSE,11/11/2024
12/11/2024,Tuesday,0,2024,11,November,18,24,33,12,18,6,0.5,0.5,6,2,6,8,0.5,0.5,5,3,0,3,2,1,1,1,4,2,2,0,14,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,8,desktop,37.5,0,33,1,Medium,,0.545454546,21.3,11.85714286,1.519507803,0.142857143,,,0,,,0,0,FALSE,FALSE,12/11/2024
13/11/2024,Wednesday,0,2024,11,November,18,20,22,8,14,2,0.4,0.6,7,1,9,10,0.4,0.6,10,0,0,8,0,0,0,3,9,0,1,0,9,1,1,0,0,0.111111111,0.111111111,0,0,8,1,109,150,6,6,159,221,0,21,10,desktop,0,268,393,28.91111111,Medium,Low,0.045801527,57.3,13.85714286,5.50680939,0.285714286,17:43:00,17,1,19:00:00,19,1,2,FALSE,FALSE,13/11/2024
14/11/2024,Thursday,0,2024,11,November,6,6,10,5,6,0,0.833333333,0.166666667,6,0,6,6,0.833333333,0.166666667,4,2,0,2,1,1,2,0,6,0,0,0,12,1,1,0,0,0.083333333,0.083333333,0,0,11,1,0,0,0,0,0,0,0,0,6,desktop,33.33333333,0,10,2.75,Low,Low,0.6,7,13,5.548526077,0.285714286,,,0,,,0,0,FALSE,FALSE,14/11/2024
15/11/2024,Friday,0,2024,11,November,18,18,60,18,18,0,1,0,6,0,6,6,1,0,4,2,0,3,2,0,1,0,3,2,1,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,desktop,33.33333333,0,60,2,Medium,,0.3,24,12.57142857,5.584240363,0.285714286,,,0,,,0,0,FALSE,FALSE,15/11/2024
16/11/2024,Saturday,1,2024,11,November,15,18,27,3,15,3,0.166666667,0.833333333,5,1,5,6,0.166666667,0.833333333,4,2,0,3,2,0,0,1,3,2,0,1,11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,desktop,33.33333333,0,27,0.333333333,Medium,,0.555555556,17.7,13.85714286,5.346145125,0.285714286,,,0,,,0,0,FALSE,FALSE,16/11/2024
17/11/2024,Sunday,1,2024,11,November,6,6,6,4,6,0,0.666666667,0.333333333,3,0,3,3,0.666666667,0.333333333,2,1,0,1,1,0,1,0,1,2,0,0,16,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,desktop,33.33333333,0,6,1.333333333,Low,,1,6.6,13,5.393764172,0.285714286,,,0,,,0,0,FALSE,FALSE,17/11/2024
18/11/2024,Monday,0,2024,11,November,1280,24,39632,12,1344,0,0.5,0.5,336,0,320,6,0.5,0.5,3,3,0,1,3,0,2,0,2,4,0,0,11,1,1,0,0,0.090909091,0.090909091,0,0,11,1,0,0,0,0,0,0,0,0,6,desktop,50,0,39632,2.090909091,Very High,Low,0.032297134,5243.2,194.4285714,5.488383838,0.428571429,,,0,,,0,0,FALSE,FALSE,18/11/2024
19/11/2024,Tuesday,0,2024,11,November,14,14,16,10,12,0,0.714285714,0.285714286,6,0,7,7,0.714285714,0.285714286,3,4,0,1,2,2,2,0,4,3,0,0,15,2,2,0,1,0.2,0.133333333,0,0.066666667,14,3,0,0,0,0,0,0,0,0,7,mobile,57.14285714,0,16,4.628571429,Medium,Low,0.875,15.6,193.8571429,6.006751185,0.857142857,,,0,,,0,0,FALSE,FALSE,19/11/2024
20/11/2024,Wednesday,0,2024,11,November,24,24,33,9,18,3,0.375,0.625,6,1,8,8,0.375,0.625,5,3,0,5,1,2,0,0,5,1,0,0,11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,8,desktop,37.5,0,33,0.75,Medium,,0.727272727,27.3,194.7142857,1.983735312,0.714285714,,,0,,,0,0,FALSE,FALSE,20/11/2024
21/11/2024,Thursday,0,2024,11,November,54,57,87,15,54,3,0.263157895,0.736842105,18,1,18,19,0.263157895,0.736842105,16,3,0,1,0,3,10,5,17,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,19,desktop,15.78947368,0,87,0.52631579,High,,0.620689655,62.7,201.5714286,1.666066139,0.571428571,,,0,,,0,0,FALSE,FALSE,21/11/2024
22/11/2024,Friday,0,2024,11,November,16,16,34,12,16,0,0.75,0.25,8,0,8,8,0.75,0.25,5,2,1,3,1,2,1,1,6,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,desktop,25,0,34,1.5,Medium,,0.470588235,19.4,201.2857143,1.594637568,0.571428571,,,0,,,0,0,FALSE,FALSE,22/11/2024
23/11/2024,Saturday,1,2024,11,November,6,6,6,2,6,0,0.333333333,0.666666667,3,0,3,3,0.333333333,0.666666667,1,2,0,1,0,2,0,0,2,0,0,0,13,1,1,0,0,0.076923077,0.076923077,0,0,12,1,0,0,0,0,0,0,0,0,3,mobile,66.66666667,0,6,1.743589744,Low,Low,1,6.6,200,1.796102769,0.714285714,,,0,,,0,0,FALSE,FALSE,23/11/2024
24/11/2024,Sunday,1,2024,11,November,15,18,24,9,15,3,0.5,0.5,5,1,5,6,0.5,0.5,1,5,0,0,4,1,0,1,1,4,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,mobile,83.33333333,0,24,1,Medium,,0.625,17.4,201.2857143,1.748483722,0.714285714,,,0,,,0,0,FALSE,FALSE,24/11/2024
25/11/2024,Monday,0,2024,11,November,24,24,30,15,24,0,0.625,0.375,8,0,8,8,0.625,0.375,6,2,0,4,0,2,1,1,6,1,0,0,15,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,8,desktop,25,0,30,1.25,Medium,,0.8,27,21.85714286,1.628353852,0.571428571,,,0,,,0,0,FALSE,FALSE,25/11/2024
26/11/2024,Tuesday,0,2024,11,November,15,18,39,12,12,6,0.666666667,0.333333333,4,2,5,6,0.666666667,0.333333333,1,5,0,1,3,2,0,0,1,3,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,mobile,83.33333333,0,39,1.333333333,Medium,,0.384615385,18.9,22,1.157605552,0.142857143,,,0,,,0,0,FALSE,FALSE,26/11/2024
27/11/2024,Wednesday,0,2024,11,November,6,6,10,2,6,0,0.333333333,0.666666667,3,0,3,3,0.333333333,0.666666667,1,2,0,1,1,1,0,0,2,0,0,1,18,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,mobile,66.66666667,0,10,0.666666667,Low,,0.6,7,19.42857143,1.14570079,0.142857143,,,0,,,0,0,FALSE,FALSE,27/11/2024
28/11/2024,Thursday,0,2024,11,November,44,44,44,12,36,0,0.272727273,0.727272727,9,0,11,11,0.272727273,0.727272727,8,3,0,2,1,2,6,0,8,1,0,1,12,1,1,0,0,0.083333333,0.083333333,0,0,11,1,0,0,0,0,0,0,0,0,11,desktop,27.27272727,0,44,1.628787879,High,Low,1,48.4,18,1.303196803,0.285714286,,,0,,,0,0,FALSE,FALSE,28/11/2024
29/11/2024,Friday,0,2024,11,November,14,18,24,6,14,2,0.333333333,0.666666667,7,1,7,9,0.333333333,0.666666667,6,3,0,0,0,3,6,0,6,0,0,0,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,9,desktop,33.33333333,0,24,0.666666667,Medium,,0.583333333,16.4,17.71428571,1.184149184,0.285714286,,,0,,,0,0,FALSE,FALSE,29/11/2024
30/11/2024,Saturday,1,2024,11,November,24,28,40,20,16,8,0.714285714,0.285714286,4,2,6,7,0.714285714,0.285714286,4,3,0,2,1,2,2,0,3,1,0,1,15,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,7,desktop,42.85714286,0,40,1.428571429,Medium,,0.6,28,20.28571429,1.139146568,0.142857143,,,0,,,0,0,FALSE,FALSE,30/11/2024
01/12/2024,Sunday,1,2024,12,December,15,15,15,0,15,0,0,1,5,0,5,5,0,1,2,3,0,2,1,2,0,0,2,1,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,mobile,60,0,15,0,Medium,,1,16.5,20.28571429,0.996289425,0.142857143,,,0,,,0,0,FALSE,FALSE,01/12/2024
02/12/2024,Monday,0,2024,12,December,18,18,69,15,15,3,0.833333333,0.166666667,5,1,6,6,0.833333333,0.166666667,3,3,0,3,2,1,0,0,3,2,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,desktop,50,0,69,1.666666667,Medium,,0.260869565,24.9,19.42857143,1.055813234,0.142857143,,,0,,,0,0,FALSE,FALSE,02/12/2024
03/12/2024,Tuesday,0,2024,12,December,40,40,56,28,40,0,0.7,0.3,20,0,20,20,0.7,0.3,9,9,2,2,6,5,7,0,13,7,0,0,13,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,20,desktop,45,0,56,1.4,High,,0.714285714,45.6,23,1.065337044,0.142857143,,,0,,,0,0,FALSE,FALSE,03/12/2024
04/12/2024,Wednesday,0,2024,12,December,36,36,45,21,33,3,0.583333333,0.416666667,11,1,12,12,0.583333333,0.416666667,4,8,0,3,7,1,1,0,4,7,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,12,mobile,66.66666667,0,45,1.166666667,High,,0.8,40.5,27.28571429,1.136765615,0.142857143,,,0,,,0,0,FALSE,FALSE,04/12/2024
05/12/2024,Thursday,0,2024,12,December,18,18,24,12,18,0,0.666666667,0.333333333,6,0,6,6,0.666666667,0.333333333,4,2,0,3,0,2,1,0,3,1,0,0,13,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,desktop,33.33333333,0,24,1.333333333,Medium,,0.75,20.4,23.57142857,1.094557823,0,,,0,,,0,0,FALSE,FALSE,05/12/2024
06/12/2024,Friday,0,2024,12,December,12,12,18,6,12,0,0.5,0.5,4,0,4,4,0.5,0.5,0,4,0,0,1,3,0,0,0,1,0,0,8,1,1,0,0,0.125,0.125,0,0,8,1,0,0,0,0,0,0,0,0,4,mobile,100,0,18,2.125,Medium,Low,0.666666667,13.8,23.28571429,1.302891156,0.142857143,,,0,,,0,0,FALSE,FALSE,06/12/2024
07/12/2024,Saturday,1,2024,12,December,27,30,48,18,21,6,0.6,0.4,7,2,9,10,0.6,0.4,8,2,0,3,2,0,2,3,6,3,1,0,4,0,0,0,0,0,0,0,0,4,0,232,374,21,25,190,315,0,30,10,desktop,20,422,737,56.2,Medium,,0.036635007,100.7,23.71428571,9.127380952,0.142857143,19:20:00,19,1,19:20:00,19,1,2,FALSE,FALSE,07/12/2024
